,lfc_R,lfc_atlas,lfc_difference,padj_R,padj_atlas,Direction_R,Direction_atlas,Direction_match
PRUPE_3G162700,-1.66190622165932,-1.3,0.36190622165931985,0.0090695773424784,0.0099696288967867,Down,Down,True
PRUPE_5G199300,-1.56166573314718,-1.2,0.36166573314718,0.0476452823251413,0.0389632621296388,Down,Down,True
PRUPE_5G074400,-2.2613693549951,-1.9,0.36136935499510026,1.90023474927681e-06,1.09324051817405e-06,Down,Down,True
PRUPE_1G429800,-2.65914529886838,-2.3,0.3591452988683801,7.00956204493024e-09,3.18950408417111e-09,Down,Down,True
PRUPE_1G119600,-2.25910303203476,-1.9,0.3591030320347599,6.26292873059131e-05,3.13234337348769e-05,Down,Down,True
PRUPE_8G079800,-1.95769292084375,-1.6,0.3576929208437498,0.0002742883119302,0.000288247043883789,Down,Down,True
PRUPE_1G498700,2.05463930704532,1.7,0.3546393070453202,8.2058177259445e-05,9.643959448105e-05,Up,Up,True
PRUPE_1G436900,1.95391331100703,1.6,0.35391331100702983,0.0004961071407676,0.000653317676362026,Up,Up,True
PRUPE_6G314600,-2.75300969227596,-2.4,0.35300969227596024,1.1878572354954e-10,2.34820832445091e-10,Down,Down,True
PRUPE_6G044700,-2.25266753153212,-1.9,0.35266753153211994,1.66436945145535e-05,1.80069843021681e-05,Down,Down,True
PRUPE_4G191800,-3.45201211689306,-3.1,0.3520121168930599,8.058221933666511e-25,3.06465904380397e-24,Down,Down,True
PRUPE_8G183000,-1.85144251818363,-1.5,0.35144251818363004,0.0035313663769955,0.002179784620787,Down,Down,True
PRUPE_6G295100,-1.94974630040792,-1.6,0.34974630040792,0.0006053453521023,0.000735626631264976,Down,Down,True
PRUPE_6G032200,-1.74906142098886,-1.4,0.34906142098886006,0.0030943682193512,0.0034936461314756,Down,Down,True
PRUPE_8G239900,1.74894640304061,1.4,0.3489464030406102,0.0141619302494796,0.0143516809407439,Up,Up,True
PRUPE_1G364400,-1.94775242237394,-1.6,0.3477524223739399,0.000269609293891,0.000376979910831953,Down,Down,True
PRUPE_1G505400,-1.64704322459431,-1.3,0.34704322459431003,0.0140216962033393,0.0171709790229917,Down,Down,True
PRUPE_1G498800,1.74615428773393,1.4,0.3461542877339301,0.011122791678734,0.0118796035997677,Up,Up,True
PRUPE_7G177800,-2.14592220857219,-1.8,0.3459222085721898,1.87835485868775e-05,2.77236098467261e-05,Down,Down,True
PRUPE_7G120800,-3.24281400649815,-2.9,0.3428140064981502,4.1685409101254403e-19,5.44658551117414e-19,Down,Down,True
PRUPE_2G217000,-1.54247380808215,-1.2,0.3424738080821501,0.0377556423642669,0.0385208128294116,Down,Down,True
PRUPE_5G071200,-1.84199332700717,-1.5,0.34199332700717,0.0022128160363535,0.0029179827035154,Down,Down,True
PRUPE_8G071600,1.7394962313704,1.4,0.3394962313704002,0.0032303999017041,0.0041783251898506,Up,Up,True
PRUPE_7G210600,2.63708658262877,2.3,0.33708658262877034,1.0282154754504701e-10,1.23169980666376e-10,Up,Up,True
PRUPE_1G275400,2.2365302333386,1.9,0.3365302333386002,3.2648116821519e-06,2.13650018881584e-06,Up,Up,True
PRUPE_6G121800,-1.53516490628024,-1.2,0.33516490628024,0.0227833451750962,0.0250914565365694,Down,Down,True
PRUPE_4G028800,-1.83397792079805,-1.5,0.33397792079805,0.0012324355380984,0.0011379978052856,Down,Down,True
PRUPE_1G384400,-2.53382364284509,-2.2,0.3338236428450898,7.983619887756531e-09,2.80801277936055e-09,Down,Down,True
PRUPE_3G072900,-1.8331323737057,-1.5,0.3331323737056999,0.0018927906492731,0.0014759761695017,Down,Down,True
PRUPE_7G106700,-1.83246258010271,-1.5,0.3324625801027099,0.0011602533600865,0.000657217532395518,Down,Down,True
PRUPE_6G295000,-2.13038288459564,-1.8,0.3303828845956398,6.06292389711769e-05,5.22866512903114e-05,Down,Down,True
PRUPE_8G264900,-2.42974790260649,-2.1,0.3297479026064898,5.97392482541198e-08,1.03617871972155e-07,Down,Down,True
PRUPE_3G230100,-2.12839230038441,-1.8,0.32839230038441003,1.51620277836119e-05,1.19045730768601e-05,Down,Down,True
PRUPE_1G224700,-2.02793708279407,-1.7,0.32793708279406997,0.0006193195586522,0.000403151716140974,Down,Down,True
PRUPE_4G056800,-1.72629888631664,-1.4,0.32629888631664006,0.0024301711618509,0.0023754191312123,Down,Down,True
PRUPE_3G036900,2.02624931255901,1.7,0.32624931255901024,4.38760467815507e-05,3.72426693408335e-05,Up,Up,True
PRUPE_1G328000,2.0260773159247,1.7,0.32607731592470013,0.0004552370206493,0.000345113219235013,Up,Up,True
PRUPE_1G299700,-1.61993885024219,-1.3,0.31993885024219004,0.0140161856313494,0.0096264213114046,Down,Down,True
PRUPE_6G289800,-1.71948073826532,-1.4,0.3194807382653202,0.0045516124574068,0.0048849994662772,Down,Down,True
PRUPE_1G559400,-1.91789340804268,-1.6,0.31789340804267985,0.0005948118787982,0.000799231070741373,Down,Down,True
PRUPE_6G258900,1.81540854498399,1.5,0.31540854498399007,0.0012450553694171,0.000803555938051743,Up,Up,True
PRUPE_4G197000,2.51519320208419,2.2,0.31519320208418966,7.38108543334737e-10,1.86106761088411e-10,Up,Up,True
PRUPE_7G124400,-2.01465436278702,-1.7,0.3146543627870202,4.22435025092583e-05,3.73826985609876e-05,Down,Down,True
PRUPE_7G204800,2.21464283753241,1.9,0.3146428375324102,1.08629291401225e-05,1.54257204950251e-05,Up,Up,True
PRUPE_7G039900,-2.11430311879849,-1.8,0.31430311879849016,1.99427290061508e-05,2.6065485463847e-05,Down,Down,True
PRUPE_3G207800,2.01404166878916,1.7,0.31404166878915984,0.0002748940634011,0.000139745293884444,Up,Up,True
PRUPE_2G295300,1.51360361736427,1.2,0.31360361736427,0.0293693373605081,0.033727459277271,Up,Up,True
PRUPE_3G229800,-2.51263856926948,-2.2,0.31263856926947975,6.08752651073288e-09,9.1477671088721e-09,Down,Down,True
PRUPE_8G160100,1.61221764001552,1.3,0.3122176400155199,0.026121074565081,0.0266846034423874,Up,Up,True
PRUPE_1G292500,-2.9119262922227,-2.6,0.31192629222269996,1.22815368435619e-13,2.01769617325846e-13,Down,Down,True
PRUPE_4G080400,1.61190086052341,1.3,0.31190086052340993,0.0140931517317334,0.0110838189864764,Up,Up,True
PRUPE_8G158200,-1.90848168611214,-1.6,0.30848168611214,0.0010325365907901,0.0010914064599126,Down,Down,True
PRUPE_1G449500,-1.50778273142127,-1.2,0.30778273142127,0.028965683172068,0.0265265475802034,Down,Down,True
PRUPE_6G317900,1.80561866070947,1.5,0.30561866070946997,0.0014184854442447,0.0011886720849263,Up,Up,True
PRUPE_6G016700,-2.60486562975279,-2.3,0.3048656297527903,1.5473816069636202e-09,1.08883799242874e-09,Down,Down,True
PRUPE_8G092000,1.90469358688046,1.6,0.3046935868804599,0.0012802389716609,0.000717700494166181,Up,Up,True
PRUPE_6G301700,-1.60415481337277,-1.3,0.30415481337277006,0.0045443532415232,0.0047232297730304,Down,Down,True
PRUPE_3G168800,-1.40317503565983,-1.1,0.30317503565982995,0.0495571257077413,0.0444303042473749,Down,Down,True
PRUPE_8G000100,-1.4029226790087,-1.1,0.30292267900869985,0.0493597385083363,0.0497517045458312,Down,Down,True
PRUPE_3G260200,-1.9007004422854,-1.6,0.3007004422853998,0.0009190224764213,0.0011030014822938,Down,Down,True
PRUPE_2G088300,-2.09998278265519,-1.8,0.29998278265518974,3.4322249921918e-05,2.6065485463847e-05,Down,Down,True
PRUPE_5G109400,-1.89864923222441,-1.6,0.29864923222440987,0.0003016594470152,0.000340666021287176,Down,Down,True
PRUPE_1G274600,1.79784560227469,1.5,0.29784560227469004,0.0016064417153392,0.0010354325085154,Up,Up,True
PRUPE_4G033600,-2.69696329694471,-2.4,0.29696329694471,1.4336438515035298e-11,1.5812315949281199e-12,Down,Down,True
PRUPE_6G284400,-1.49632321585914,-1.2,0.29632321585914,0.0449506318722872,0.035921802168057,Down,Down,True
PRUPE_1G436600,2.3956803842847,2.1,0.2956803842847,4.77991465235738e-07,1.39034013822989e-07,Up,Up,True
PRUPE_7G243500,2.19518744760106,1.9,0.2951874476010601,5.26426630289513e-08,8.05038679979539e-08,Up,Up,True
PRUPE_3G197100,-1.79391903459857,-1.5,0.29391903459857005,0.0006291229536898,0.000812923975993799,Down,Down,True
PRUPE_6G249300,-1.49325993957341,-1.2,0.2932599395734101,0.0229227823613564,0.0205234433937461,Down,Down,True
PRUPE_3G019100,-1.49263419651615,-1.2,0.2926341965161501,0.046333622441323,0.0435279482812724,Down,Down,True
PRUPE_6G233600,1.59190791760422,1.3,0.29190791760421986,0.0260692738060182,0.0213606686646251,Up,Up,True
PRUPE_6G305100,-1.89171458064484,-1.6,0.29171458064484,0.0021443101567874,0.0011483828955692,Down,Down,True
PRUPE_5G073500,-1.98929285627829,-1.7,0.28929285627828993,6.53593929513565e-05,9.643959448105e-05,Down,Down,True
PRUPE_8G137900,2.08683916214874,1.8,0.28683916214874006,1.95121440710774e-05,2.42375582757028e-05,Up,Up,True
PRUPE_1G511200,2.78658380413201,2.5,0.2865838041320101,6.1505954815501e-16,5.874661473024439e-16,Up,Up,True
PRUPE_1G255700,-2.08654843154044,-1.8,0.28654843154043985,1.85516190814847e-05,7.64733302201651e-06,Down,Down,True
PRUPE_4G263100,-2.88594794984093,-2.6,0.2859479498409301,6.81999141836878e-17,1.37985689352163e-16,Down,Down,True
PRUPE_2G303100,-1.68579121974932,-1.4,0.28579121974932,0.0090851490868085,0.0094544947201413,Down,Down,True
PRUPE_1G055300,-1.48340950046561,-1.2,0.2834095004656101,0.0135941407484384,0.0148521323914631,Down,Down,True
PRUPE_8G106700,1.48193339047367,1.2,0.28193339047367005,0.0451352159514507,0.0374408427368533,Up,Up,True
PRUPE_6G260200,-2.18132959971973,-1.9,0.28132959971973026,9.75478363365868e-07,2.61088980970601e-07,Down,Down,True
PRUPE_8G264300,-2.68052141176849,-2.4,0.2805214117684902,2.45189995888183e-11,5.192367737254269e-11,Down,Down,True
PRUPE_1G016600,-2.3799086754642,-2.1,0.27990867546419995,3.53215225303186e-08,3.14431964950904e-08,Down,Down,True
PRUPE_6G067000,1.57974415074476,1.3,0.27974415074476,0.0114366909634258,0.0103053240209529,Up,Up,True
PRUPE_6G084100,-1.87909651785151,-1.6,0.2790965178515099,2.13477618623644e-05,2.15872342455359e-05,Down,Down,True
PRUPE_3G302200,-2.17832813203063,-1.9,0.2783281320306301,4.25820866520446e-06,3.34354213652466e-06,Down,Down,True
PRUPE_2G188700,1.37592049998106,1.1,0.27592049998105983,0.0455048838485718,0.0382475520612879,Up,Up,True
PRUPE_1G127700,-2.57484612127391,-2.3,0.27484612127391017,1.50927168601989e-12,3.00952945356645e-12,Down,Down,True
PRUPE_1G495400,-1.87371370696836,-1.6,0.27371370696835995,3.61413447085255e-05,3.10411966762938e-05,Down,Down,True
PRUPE_2G194400,2.17353166788431,1.9,0.27353166788431027,5.42360036539865e-08,7.83000784587927e-08,Up,Up,True
PRUPE_4G053200,-1.77325668417912,-1.5,0.27325668417911997,0.0023488973625552,0.0013476124093536,Down,Down,True
PRUPE_1G337900,-2.07270013367939,-1.8,0.27270013367938994,5.83178468944371e-07,8.11541036172978e-07,Down,Down,True
PRUPE_2G175100,-1.47075345752034,-1.2,0.2707534575203401,0.0224391335153722,0.0264960489264132,Down,Down,True
PRUPE_4G123000,-2.97006226765417,-2.7,0.27006226765416974,6.82808937454004e-16,8.22758304447216e-16,Down,Down,True
PRUPE_2G137300,2.36907464295313,2.1,0.2690746429531301,5.68100395013148e-10,4.80001792185749e-10,Up,Up,True
PRUPE_3G177400,1.56646986196172,1.3,0.26646986196171984,0.0239854714367706,0.0237966611677294,Up,Up,True
PRUPE_8G238800,1.36549752742057,1.1,0.26549752742057,0.047439666739611,0.0383158768752143,Up,Up,True
PRUPE_8G210500,-1.36447468727989,-1.1,0.26447468727989,0.0322601965832881,0.035369472186672,Down,Down,True
PRUPE_7G106500,-2.06445032009843,-1.8,0.26445032009842984,3.67363020581947e-07,4.12506908887061e-07,Down,Down,True
PRUPE_4G027200,-2.56284321986743,-2.3,0.2628432198674302,6.27155679264857e-13,6.195085992585551e-14,Down,Down,True
PRUPE_1G055900,-1.46193357692679,-1.2,0.2619335769267901,0.0123341889253674,0.0138219750822432,Down,Down,True
PRUPE_4G038900,1.56042936515658,1.3,0.2604293651565799,0.0201803264231599,0.0242152402552415,Up,Up,True
PRUPE_5G109700,-2.45807551159538,-2.2,0.25807551159537967,1.3493504758222098e-11,1.3308388919614699e-11,Down,Down,True
PRUPE_6G135100,-1.35665711725323,-1.1,0.2566571172532299,0.0422178470002482,0.0442063292602549,Down,Down,True
PRUPE_1G127900,-2.05640130011914,-1.8,0.25640130011913986,3.37092689695484e-06,5.08684855870215e-06,Down,Down,True
PRUPE_3G235900,-1.7548497965671,-1.5,0.25484979656709994,0.0003751723606142,0.00037535107281416,Down,Down,True
PRUPE_7G112000,-1.75468527317537,-1.5,0.25468527317536993,0.000106534706765,0.00012145563015728,Down,Down,True
PRUPE_3G027700,1.75344519288713,1.5,0.25344519288712997,0.002136911281392,0.001961733786199,Up,Up,True
PRUPE_1G204700,-1.65239617234752,-1.4,0.2523961723475201,0.0013005709729662,0.0012474571733432,Down,Down,True
PRUPE_1G360200,2.75162640354094,2.5,0.2516264035409401,3.6445292599984e-14,1.88090848923868e-14,Up,Up,True
PRUPE_7G244700,-2.1514515373415,-1.9,0.25145153734150005,3.25341475895732e-09,4.32970042147434e-09,Down,Down,True
PRUPE_5G074800,-2.14960065989281,-1.9,0.24960065989281022,4.45437534747778e-07,5.62438219526875e-07,Down,Down,True
PRUPE_1G448400,2.14956590695679,1.9,0.24956590695679015,2.38968964798795e-06,2.8118806578249e-06,Up,Up,True
PRUPE_8G034100,1.44892456058023,1.2,0.24892456058022994,0.0391338041160721,0.0459326921951802,Up,Up,True
PRUPE_1G091400,-2.14880193798252,-1.9,0.24880193798251993,2.38968964798795e-06,3.42950281836502e-06,Down,Down,True
PRUPE_1G120300,-1.44868556951645,-1.2,0.24868556951645004,0.0288493377057573,0.0299101518982423,Down,Down,True
PRUPE_5G109600,-1.84794477447193,-1.6,0.24794477447192986,8.1074332600359e-05,0.000105961131810948,Down,Down,True
PRUPE_8G126000,-1.34630594434438,-1.1,0.2463059443443798,0.0148678519480204,0.0173106693902696,Down,Down,True
PRUPE_4G245400,-1.84567408626748,-1.6,0.24567408626748,7.41913977426441e-06,4.43578848123037e-06,Down,Down,True
PRUPE_1G453500,1.94506254171548,1.7,0.24506254171548014,1.43063919330176e-06,1.44192899197456e-06,Up,Up,True
PRUPE_2G126400,-2.04336806941014,-1.8,0.2433680694101399,8.50479965152429e-07,6.43752689467115e-07,Down,Down,True
PRUPE_1G432400,-2.24331171910133,-2.0,0.24331171910132987,3.8453962833486103e-10,2.63116421609612e-10,Down,Down,True
PRUPE_7G077800,-1.54311516640646,-1.3,0.24311516640645991,0.0012450553694171,0.0013792653525463,Down,Down,True
PRUPE_3G036500,1.44263062110351,1.2,0.24263062110351008,0.0228319063058829,0.018027598447381,Up,Up,True
PRUPE_7G250600,-1.54256302312064,-1.3,0.24256302312063993,0.0038022252042339,0.0033944667448399,Down,Down,True
PRUPE_2G166100,-1.44162371443138,-1.2,0.24162371443137998,0.0417541111867157,0.0366193283291021,Down,Down,True
PRUPE_1G441700,-1.34126087084194,-1.1,0.24126087084193992,0.0462380495641062,0.0465441648138967,Down,Down,True
PRUPE_4G127200,-1.63994302709319,-1.4,0.23994302709319015,0.0003094933467652,0.000308927765008942,Down,Down,True
PRUPE_3G134000,1.33908834150504,1.1,0.23908834150504,0.0203783083577631,0.0150083192018557,Up,Up,True
PRUPE_1G454200,-1.43877161523804,-1.2,0.23877161523804014,0.0116057336411508,0.011539667473967,Down,Down,True
PRUPE_5G077000,-1.33775295678259,-1.1,0.23775295678259,0.0171825427588496,0.0166394163382352,Down,Down,True
PRUPE_3G197000,-1.93743331942908,-1.7,0.23743331942908008,1.50279318839924e-06,1.73937860255427e-06,Down,Down,True
PRUPE_1G055000,-1.53678742170651,-1.3,0.23678742170651002,0.0009276882069776,0.0011498232516998,Down,Down,True
PRUPE_5G183100,-1.53560338432456,-1.3,0.23560338432455996,0.0028988695563294,0.0032925609973767,Down,Down,True
PRUPE_1G016900,2.13480395824808,1.9,0.23480395824807987,6.220055163986711e-09,4.261615238292771e-09,Up,Up,True
PRUPE_6G107500,-1.43320411350187,-1.2,0.2332041135018701,0.0297404158918089,0.03501565590216,Down,Down,True
PRUPE_2G088900,-1.53184339447034,-1.3,0.23184339447033997,0.0062863884462714,0.0049810505423776,Down,Down,True
PRUPE_6G009900,-1.83170484152338,-1.6,0.23170484152338,0.0002897888051798,0.000351566407245601,Down,Down,True
PRUPE_1G155200,-1.63114878238202,-1.4,0.2311487823820202,0.0046676821096434,0.0054421760252915,Down,Down,True
PRUPE_5G161100,-1.43047866918839,-1.2,0.23047866918839,0.0143103681954646,0.0164754153579664,Down,Down,True
PRUPE_2G315800,-1.53005923806329,-1.3,0.23005923806328998,0.002632568851241,0.0024925734026347,Down,Down,True
PRUPE_5G179600,-1.32934564522088,-1.1,0.22934564522087997,0.0229227823613564,0.0242152402552415,Down,Down,True
PRUPE_1G128400,-1.92891472846489,-1.7,0.22891472846489003,1.27166539339217e-05,1.8326648070913e-05,Down,Down,True
PRUPE_4G058300,-2.02883039925147,-1.8,0.22883039925146975,4.25210142567825e-06,5.6870964112298e-06,Down,Down,True
PRUPE_5G185700,-1.42816755334971,-1.2,0.22816755334971006,0.0135941407484384,0.0144211172224214,Down,Down,True
PRUPE_4G150100,1.62678509500973,1.4,0.2267850950097301,0.0011331594468209,0.0011852096783778,Up,Up,True
PRUPE_4G116700,-1.92663676185459,-1.7,0.22663676185459014,1.44726986601474e-05,8.70782505118745e-06,Down,Down,True
PRUPE_7G217200,1.42639279797639,1.2,0.22639279797639,0.0154753189667413,0.0113281657553556,Up,Up,True
PRUPE_4G238900,-1.8261929657357,-1.6,0.2261929657356998,0.0002824801602399,0.000388872184051608,Down,Down,True
PRUPE_5G129900,1.32501774204052,1.1,0.22501774204051994,0.0408024031020258,0.0338883410413468,Up,Up,True
PRUPE_7G016500,-2.62382067776913,-2.4,0.22382067776913006,5.46220712147046e-18,3.2108197204984097e-18,Down,Down,True
PRUPE_7G229300,-1.42303274166191,-1.2,0.22303274166191,0.009268619922805,0.0099188827102536,Down,Down,True
PRUPE_1G020200,-1.42294490976224,-1.2,0.22294490976224002,0.0205883273855273,0.0169765902555177,Down,Down,True
PRUPE_8G021200,-2.12287851656208,-1.9,0.2228785165620799,8.2827765033801e-10,9.86446070984288e-10,Down,Down,True
PRUPE_2G161400,-1.72216109710596,-1.5,0.22216109710596,8.71339826271555e-05,5.57874118347674e-05,Down,Down,True
PRUPE_7G093100,1.41972662617762,1.2,0.21972662617762007,0.0058542403498404,0.0066725396149417,Up,Up,True
PRUPE_7G093400,-2.11853694788683,-1.9,0.2185369478868302,9.24718616449997e-07,9.80541009559814e-07,Down,Down,True
PRUPE_1G437100,1.41851925930631,1.2,0.2185192593063101,0.02927104679217,0.0344939754846926,Up,Up,True
PRUPE_3G035100,-1.61794492641704,-1.4,0.2179449264170401,0.0011720218660963,0.0014190521792906,Down,Down,True
PRUPE_1G403000,1.5178366285876,1.3,0.2178366285875999,0.000578393676014,0.000522560079405597,Up,Up,True
PRUPE_6G361700,-1.31691937379291,-1.1,0.21691937379290982,0.0131227382879043,0.0151875230029015,Down,Down,True
PRUPE_6G138600,1.3168828068158,1.1,0.21688280681579997,0.0264831011761333,0.0216654822327046,Up,Up,True
PRUPE_8G254200,1.41621415512633,1.2,0.21621415512633013,0.0203229723813674,0.0215207745476994,Up,Up,True
PRUPE_1G110100,-1.51565625374939,-1.3,0.21565625374939001,0.0081036648060762,0.0095048468473926,Down,Down,True
PRUPE_1G344900,-1.91536603719711,-1.7,0.21536603719711,7.66675404559662e-06,5.84931609600616e-06,Down,Down,True
PRUPE_8G197400,-1.41447925518045,-1.2,0.21447925518044997,0.0341942085581196,0.0298951925561409,Down,Down,True
PRUPE_3G162100,1.41358987750661,1.2,0.21358987750661007,0.0204786562002331,0.0221572005210883,Up,Up,True
PRUPE_6G238100,-1.41287680718242,-1.2,0.21287680718242008,0.0027830814489631,0.0027963567849057,Down,Down,True
PRUPE_6G180000,1.61237840906132,1.4,0.2123784090613201,0.0005338236186085,0.000406555667082391,Up,Up,True
PRUPE_1G499300,-1.71209087025187,-1.5,0.21209087025187,1.02115367277106e-05,1.10859437922532e-05,Down,Down,True
PRUPE_8G068800,1.51175917748491,1.3,0.2117591774849099,0.0007832078327698,0.000761832570333194,Up,Up,True
PRUPE_5G004000,-1.21130027052558,-1.0,0.21130027052557998,0.0477980588008647,0.0399686318297571,Down,Down,True
PRUPE_4G239200,1.71092851688938,1.5,0.21092851688937997,0.0010385733559158,0.000976258874124667,Up,Up,True
PRUPE_3G078300,-1.51072515344738,-1.3,0.21072515344737996,0.0007440394845618,0.000730287069948596,Down,Down,True
PRUPE_1G509900,-1.41057597267474,-1.2,0.21057597267474004,0.0278242593903709,0.0205115303215962,Down,Down,True
PRUPE_2G271300,1.41016476734357,1.2,0.21016476734357004,0.0030942136279004,0.0026704396199013,Up,Up,True
PRUPE_6G005400,-1.61002899200195,-1.4,0.21002899200195002,0.0001468019815729,0.000110853945376299,Down,Down,True
PRUPE_4G259800,-1.20881352953492,-1.0,0.20881352953492005,0.0318684066162296,0.0265265475802034,Down,Down,True
PRUPE_8G150600,-2.00797462566117,-1.8,0.20797462566116987,4.04062456085403e-06,3.01840954068789e-06,Down,Down,True
PRUPE_4G109600,-1.70792340306457,-1.5,0.20792340306457002,6.53593929513565e-05,7.64369778044591e-05,Down,Down,True
PRUPE_7G132700,-1.80740238877136,-1.6,0.20740238877135986,9.81217390245864e-06,9.07053024455595e-06,Down,Down,True
PRUPE_7G271100,-1.40725738433181,-1.2,0.20725738433180996,0.0135037531085795,0.0144211172224214,Down,Down,True
PRUPE_5G226200,-1.30644282681792,-1.1,0.20644282681791992,0.0305268773237124,0.0311420720930512,Down,Down,True
PRUPE_1G327500,1.30593003706061,1.1,0.20593003706060986,0.0278242593903709,0.0264424574831868,Up,Up,True
PRUPE_3G075600,1.30563396057018,1.1,0.20563396057018002,0.0183338068656057,0.018146951256893,Up,Up,True
PRUPE_4G010600,-1.30544558348406,-1.1,0.20544558348405983,0.024808880359362,0.0206312916633396,Down,Down,True
PRUPE_7G147500,-1.20441658294608,-1.0,0.20441658294608,0.0423242211451216,0.0367918506186561,Down,Down,True
PRUPE_1G204800,-1.30441401929063,-1.1,0.20441401929062986,0.0346429820481258,0.0384702220173995,Down,Down,True
PRUPE_7G159800,-1.30320236393458,-1.1,0.2032023639345799,0.0322114732004009,0.0306382270830789,Down,Down,True
PRUPE_5G185800,-1.40268626193886,-1.2,0.20268626193886008,0.0146685463274526,0.0161495083260166,Down,Down,True
PRUPE_2G282100,-1.50254465642506,-1.3,0.20254465642505992,0.005884512680572,0.0046577365478396,Down,Down,True
PRUPE_4G276400,-1.50209632978488,-1.3,0.2020963297848799,0.0156596248675058,0.0128860029872086,Down,Down,True
PRUPE_1G319000,-1.70206979253009,-1.5,0.20206979253009005,1.13831042491404e-05,8.67320754125139e-06,Down,Down,True
PRUPE_4G111300,1.30171425810131,1.1,0.20171425810130983,0.0193976431763164,0.0158258947973754,Up,Up,True
PRUPE_4G118300,-2.2009891781136,-2.0,0.20098917811360018,1.5199278826098802e-09,8.33219609680421e-10,Down,Down,True
PRUPE_2G222600,-1.60047821041584,-1.4,0.20047821041584002,5.58522857722093e-05,5.8177293012626e-05,Down,Down,True
PRUPE_5G123500,1.39858518482176,1.2,0.19858518482176013,0.002903249144033,0.0021070880573062,Up,Up,True
PRUPE_6G300500,-1.79784516783188,-1.6,0.19784516783188,2.10696885343002e-06,1.96044818163095e-06,Down,Down,True
PRUPE_8G068700,1.69778051837297,1.5,0.19778051837296995,1.25816462658676e-05,1.34921904472334e-05,Up,Up,True
PRUPE_2G272300,-1.39735519228657,-1.2,0.19735519228656995,0.0072512244648568,0.0064306338064523,Down,Down,True
PRUPE_5G050400,-1.29653218294225,-1.1,0.19653218294224994,0.005916239438783,0.006900626324953,Down,Down,True
PRUPE_4G181700,-1.29626453115098,-1.1,0.19626453115097986,0.0260692738060182,0.0246866823649401,Down,Down,True
PRUPE_8G269000,-1.39625112101252,-1.2,0.19625112101251996,0.0395200683817369,0.0303916718431313,Down,Down,True
PRUPE_2G123800,-2.0944604226671,-1.9,0.19446042266710029,9.43492538559231e-10,5.06965112383099e-10,Down,Down,True
PRUPE_3G012200,1.39425874576175,1.2,0.19425874576174995,0.003019907474443,0.0028200472031556,Up,Up,True
PRUPE_4G145700,1.3937767789237,1.2,0.19377677892370015,0.0086635404553429,0.0063821896030618,Up,Up,True
PRUPE_8G069700,1.39322838919622,1.2,0.1932283891962201,0.0017648327694247,0.0018666194952886,Up,Up,True
PRUPE_8G254300,1.29294175017123,1.1,0.19294175017122983,0.0368965889268101,0.0359148577211961,Up,Up,True
PRUPE_1G522800,-2.29249132633229,-2.1,0.19249132633229005,1.1538382489744e-09,1.0696498090009e-09,Down,Down,True
PRUPE_3G308000,1.99245048205496,1.8,0.19245048205495996,4.31051027541312e-09,4.0544860700186804e-09,Up,Up,True
PRUPE_8G144000,-1.69183233309793,-1.5,0.1918323330979299,0.0007099317409858,0.000837081055296992,Down,Down,True
PRUPE_1G157000,-1.29024944039559,-1.1,0.19024944039558989,0.03560720959245,0.0347909633723615,Down,Down,True
PRUPE_6G093900,1.3897904092595,1.2,0.18979040925949997,0.0072512244648568,0.0053525071466705,Up,Up,True
PRUPE_2G161000,-1.38884727509129,-1.2,0.18884727509128996,0.022637653400131,0.0219306156133863,Down,Down,True
PRUPE_5G105400,-1.2886316387621,-1.1,0.18863163876209987,0.0315559520884895,0.03501565590216,Down,Down,True
PRUPE_3G266000,-1.28800537842775,-1.1,0.18800537842775,0.005645043852874,0.0057464213352743,Down,Down,True
PRUPE_6G050200,1.38761289666778,1.2,0.18761289666778014,0.0325983455257004,0.0249215234624285,Up,Up,True
PRUPE_7G220600,1.68714742245947,1.5,0.18714742245947003,0.0002897888051798,0.000203759611114003,Up,Up,True
PRUPE_1G037900,-1.48608500438074,-1.3,0.18608500438074005,0.0014361776547502,0.0014573475870692,Down,Down,True
PRUPE_6G126800,1.18532869596681,1.0,0.1853286959668099,0.0232100472700438,0.0207361065359253,Up,Up,True
PRUPE_8G179300,1.18512026727061,1.0,0.18512026727061004,0.0204986443376268,0.016463070422334,Up,Up,True
PRUPE_1G084500,-2.48489878342015,-2.3,0.1848987834201501,1.1297199107318601e-14,1.67636061163982e-14,Down,Down,True
PRUPE_6G197700,1.78444300306308,1.6,0.18444300306307992,4.80064967482509e-06,2.8118806578249e-06,Up,Up,True
PRUPE_1G498400,1.58436055811763,1.4,0.1843605581176302,0.0024301711618509,0.0020839528354953,Up,Up,True
PRUPE_1G292400,-1.68374923128682,-1.5,0.18374923128682008,8.42265178402082e-05,8.42173374137731e-05,Down,Down,True
PRUPE_3G189300,-1.68330408203692,-1.5,0.18330408203692006,0.0007504189263208,0.000548911471730753,Down,Down,True
PRUPE_6G278700,-1.18330116480346,-1.0,0.18330116480345993,0.046333622441323,0.0388641565925081,Down,Down,True
PRUPE_8G020000,1.28323526620122,1.1,0.18323526620122,0.0208699295355018,0.0177749430771141,Up,Up,True
PRUPE_8G130900,-1.48304006159844,-1.3,0.18304006159844,0.006713604472136,0.0080552287882855,Down,Down,True
PRUPE_1G127800,-2.18235931621279,-2.0,0.1823593162127901,6.71382766169047e-09,1.02391394910363e-08,Down,Down,True
